preprocessedTweets	Polarity	cleanTweet	sentiment_score
جسٹس وجیھ الدین جیسے صاف ستھرے ادمی کے لئے پی ٹی ای میں رھنا ممکن نہ تھا عامرلیاقت فوادچودھری جیسے لوگ یھاں سجتے ھی… https://t.co/qa1Z8UaJsL	N	جسٹس وجیھ الدین جیسے صاف ستھرے ادمی پی ٹی ای رھنا ممکن نہ عامرلیاقت فوادچودھری جیسے یھاں سجتے ھی…	2
"کبھی کبھی میری خاموشی کو بهی سمجھ لیا کرو
ہر بار تو الفاظ نہیں ملتے درد بیاں کرنے کو"	N	"کبھی کبھی میری خاموشی بهی سمجھ کرو
ہر بار الفاظ نہیں ملتے درد بیاں کرنے"	-1
@ureeebaba جزاک اللہ چھوٹے بھائی	O	جزاک اللہ بھائی	0
"پر میرے کاٹ کے صیاد نے یہ ارشاد کیا
قفس کو کھول دیا ہے جا تجھے آزاد کیا
اپنی زلفوں کا بنا کر مجھے قیدی اس نے
پھر یہ… https://t.co/8Q8GGG1HYv"	N	"میرے کاٹ صیاد ارشاد کیا
قفس کھول جا تجھے آزاد کیا
اپنی زلفوں بنا مجھے قیدی نے
پھر یہ…"	-3
"*☀بسمِْ ﺍﻟﻠَّﻪِﺍﻟﺮَّﺣْﻤٰنِ ﺍﻟﺮَّﺣِﻴﻢ☀*
   *🌸 حُسینی کیلنڈر 🌸*
*🌼درُود بَر مُحَمد وَ آل مُحَمد صَلواۃ🌼*
*💚  آج کا دن… https://t.co/we3yHETb52"	O	"*☀بسمِْ ﺍﻟﻠَّﻪِﺍﻟﺮَّﺣْﻤٰنِ ﺍﻟﺮَّﺣِﻴﻢ☀*
 *🌸 حُسینی کیلنڈر 🌸*
*🌼درُود بَر مُحَمد وَ آل مُحَمد صَلواۃ🌼*
*💚 دن…"	0
بابے نے کہا کہ کراچی سے سارا کچرا اٹھا لیا جائے اور مہاتما نے تابع داری کا مظاہرہ کرتے ھوئے عامر لیاقت کو اٹھا لیا… https://t.co/dGfgvLwFCz	N	بابے کہا کراچی سارا کچرا اٹھا مہاتما تابع داری مظاہرہ ھوئے عامر لیاقت اٹھا لیا…	-1
"گر جمہوریت میی یہ کہنا ھے ووٹر سے بھیک مانگنا ھے 
 کردار کو دیکھا نہی جاتا 
کسی کو پارلیمان میی جو ممبر قانون سازی… https://t.co/tiBoPVSMDW"	N	"گر جمہوریت میی کہنا ھے ووٹر بھیک مانگنا ھے کردار دیکھا نہی جاتا 
کسی پارلیمان میی ممبر قانون سازی…"	-3
کراچی میی خلاء ھے اس پر بوری بند کمپنی کا قبضہ تھا اس کی دیوالیہ ھونے پر گر اس کا ملبہ کہی کسی پر گرنے سے روکنے کلئ… https://t.co/OsUXw6iijM	N	کراچی میی خلاء ھے بوری بند کمپنی قبضہ دیوالیہ ھونے گر ملبہ کسی گرنے روکنے کلئ…	-2
"میاں صاب کشمیری ہیں ، گوالمنڈی سے ہیں اور آرائیں بھی ہیں 
ان سے گھٹیا پن کی پوری امید ہے 
لیکن یہ باقی پارٹیاں کیوں گرتی جا رہی ہیں"	N	"میاں صاب کشمیری ، گوالمنڈی آرائیں 
ان گھٹیا پن پوری امید 
لیکن باقی پارٹیاں گرتی جا"	1
تحریک منہاج القرآن کے زیراہتمام باچا خان آڈیٹوریم ، کمپنی باغ کوہاٹ میں منعقدہ دانش عہدحاضرسیمنارمیں حضرت پیر صاحب… https://t.co/R8fF2ckje8	O	تحریک منہاج القرآن زیراہتمام باچا خان آڈیٹوریم ، کمپنی باغ کوہاٹ منعقدہ دانش عہدحاضرسیمنارمیں حضرت پیر صاحب…	1
@MaryamNSharif میڈم لگتا ہے خود ہی سوال خود ہی جواب۔جو تنقید کرتے انکا تو کبھی جواب نہیں دیا جو اپنی پسند کے ہوتے انکا فٹافٹ	N	میڈم لگتا خود سوال خود جواب۔جو تنقید انکا کبھی جواب نہیں اپنی پسند انکا فٹافٹ	-1
عامر لیاقت کی شمولیت پر شور سے پتہ چلتا ہے کہ پارٹی کتنی صاف و شفاف ہے نہیں تو اس سے پہلے بھی عامر لیاقت کئی پارٹیو… https://t.co/TFvPnMQ94S	N	عامر لیاقت شمولیت شور پتہ چلتا پارٹی کتنی صاف شفاف نہیں پہلے عامر لیاقت پارٹیو…	2
@shafiqtoday @Nimra_Naz1 @niyazee26 @MaryamNSharif برا کیوں مان رہے ہوسچ تو کڑوا ہی ہوتا ہے۔۔اچھا چلو اتنا تو بتادو… https://t.co/Sl6AyD43Zk	N	برا مان ہوسچ کڑوا ہوتا ہے۔۔اچھا اتنا بتادو…	-2
یہ ہوئ نہ بات ✌️👏 https://t.co/E91yf07vca	N	ہوئ نہ بات ✌️👏	1
اشتہار میں ٹکے کا باڈی فریشنر لگانے پر ماڈل کو کاٹ کھانے والی لونڈیائیں آخر کون ہیں جبکہ ہم مہنگے سے مہنگا پرفیوم ا… https://t.co/kgBsGzakd9	N	اشتہار ٹکے باڈی فریشنر لگانے ماڈل کاٹ کھانے والی لونڈیائیں کون جبکہ مہنگے مہنگا پرفیوم ا…	-3
@muhammads0007 @AbidSherAli اور نواز کتے کا ساتھ دینے کےلے کسی غیرت کے نہیں بڑوہ بننے کے ضرورت ہوتی ھے کیونکہ نوازچ… https://t.co/F8GWthPPXz	N	نواز کتے ساتھ دینے کےلے کسی غیرت نہیں بڑوہ بننے ھے کیونکہ نوازچ…	1
"معروف اداکار عابد علی بهی تحریک انصاف میں شامل
Welcome Most welcome Sir💐💐 https://t.co/lGKbbrHLID"	O	"معروف اداکار عابد علی بهی تحریک انصاف شامل
 💐💐"	2
عامر لیاقت حسین اور ان جیسے غلط باتون مین مشہور لوگون کی پی ٹی آی مین شمولیت اب اچھے لوگون کے ادھر انے کو مشکل بنا… https://t.co/IromAhJb3o	O	عامر لیاقت حسین جیسے غلط باتون مین مشہور لوگون پی ٹی آی مین شمولیت لوگون انے مشکل بنا…	0
@farishtaOnEarth و علیکم السلام و رحمتہ الله و برکاتہ ! 🌱🌸	O	علیکم السلام رحمتہ الله برکاتہ 🌱🌸	0
@mudazir کل تک عمران خان میرا لیڈر تھا ..آج سے میرا پیر بھائی ھے ...	O	عمران خان میرا لیڈر میرا پیر بھائی ھے	0
چی عل نہ ی د بادشاہ نم مہ یاریگہ https://t.co/aoXiKXtExX	N	چی عل نہ د بادشاہ نم مہ یاریگہ	-2
وَ لَا تُصَعِّرۡ  خَدَّکَ  لِلنَّاسِ وَ لَا  تَمۡشِ فِی الۡاَرۡضِ مَرَحًا ؕ اِنَّ  اللّٰہَ  لَا  یُحِبُّ  کُلَّ مُ… https://t.co/HZREOMCiF6	O	وَ لَا تُصَعِّرۡ خَدَّکَ لِلنَّاسِ وَ لَا تَمۡشِ فِی الۡاَرۡضِ مَرَحًا ؕ اِنَّ اللّٰہَ لَا یُحِبُّ کُلَّ مُ…	0
@IM_Bokhari جناب مراثیوں کی بھی کوئی عزت ہوتی ہے ان کا کیا قصور ہے 😃	O	جناب مراثیوں عزت قصور 😃	-1
"نہ تیر کی۔نہ نون کی
اگلی باری ھے۔#جنون کی
Janon #My village https://t.co/cb1ecaaPSj"	N	"نہ تیر کی۔نہ نون کی
اگلی باری ھے۔جنون"	0
"@imranitman لنچ ٹائم ٹیچر بچوں کے ساتھ لنچ کرتے ہوے چلو گیم کھیلیں )
(اکھی میٹی اکھی میٹی کون آیا )😩😩"	O	"لنچ ٹائم ٹیچر بچوں ساتھ لنچ ہوے گیم کھیلیں 
اکھی میٹی اکھی میٹی کون آیا 😩😩"	0
"@RehamKhan1 پی ٹی أی کوی پارٹی تھوڑی ھے یہ تو ساری پاٹیوں کا کچرا کے اکٹھ اور ڈانس بھنگڑا گروپ ھے 
رہ گی نون تو نون… https://t.co/bnzkVrkgne"	N	"پی ٹی أی کوی پارٹی ھے ساری پاٹیوں کچرا اکٹھ ڈانس بھنگڑا ھے 
رہ نون نون…"	-2
@KhSaad_Rafique @Beenish_Butt12 عقل دا عمران خان نال کی تعلق اے	N	عقل دا عمران خان نال تعلق اے	-2
پیپلزپارٹی ٹنڈوالہ یار انفارمیشن  سیکرٹری ظھیر احمد پتافی  کی جانب سے پاکستان پیپلزپارٹی کے سینئیر رھنما ایاز سومرو… https://t.co/zkaCcqpf2A	O	پیپلزپارٹی ٹنڈوالہ یار انفارمیشن سیکرٹری ظھیر احمد پتافی جانب پاکستان پیپلزپارٹی سینئیر رھنما ایاز سومرو…	1
"آج پھر صبح صبح احتساب عدالت میں پیشی

اور جس نے یہ سب شروع کیا تھا وہ ابھی بنی گالا میں سو کر بھی نہیں اٹھا ہوگا😑😑"	N	"صبح صبح احتساب عدالت پیشی

اور جس سب شروع ابھی بنی گالا سو نہیں اٹھا ہوگا😑😑"	2
السلام عليكم ورحمتہ اللّٰه وبرکاتہ https://t.co/knBQTL2211	O	السلام عليكم ورحمتہ اللّٰه وبرکاتہ	0
"سیـنے لا کے سانبھ لے مینوں
دکھـڑے انـدر تـاڑ نــی مائــے_
جندڑی میتھوں نبھدی نہیں
اکـ واری فـر پـال نــی مائــے_"	O	"سیـنے سانبھ مینوں
دکھـڑے انـدر تـاڑ نــی مائــے
جندڑی میتھوں نبھدی نہیں
اکـ واری فـر پـال نــی مائــے"	0
@MrTech02 کرپشن نچلی سطح تک پوھنچ گئی ھے ، اب پیسہ حرام کا بھی ہو لوگ سلام کرتے ہیں ، پولیس بندے پکڑتی ھے ، نون لیگ… https://t.co/uu24fayI5K	N	کرپشن نچلی سطح پوھنچ ھے ، پیسہ حرام سلام ، پولیس بندے پکڑتی ھے ، نون لیگ…	-2
"کمسنی میں بہت شریر تھی وہ 
اب تو شیطان ھو گئی ھوگی ۔۔۔

#JaunElia"	N	"کمسنی بہت شریر 
اب شیطان ھو ھوگی ۔۔۔"	-4
@mumti @IftikharFirdous عمران خان نے مذکرات کے لئے پشاور میں مفت دفتر فراہم کرنے کی پیشکش کر دی	O	عمران خان مذکرات پشاور مفت دفتر فراہم کرنے پیشکش	1
"@MrTech02 فیکٹس ! 
ایکسپورٹ کم ترین سطح پر 
قرضے بلند ترین سطح پر 
فی ہزار بچوں کی اموات پاکستان دنیا میں نمبر ایک… https://t.co/POofbsJdWH"	O	"فیکٹس 
ایکسپورٹ کم ترین سطح 
قرضے بلند ترین سطح 
فی ہزار بچوں اموات پاکستان دنیا نمبر ایک…"	0
بوٹ والے ابو https://t.co/UMz24XIdhu	O	بوٹ ابو	0
@RebelByChoice_ @z4mani چوہدری نثار کے انکشاف سے ثابت ہوتا ہے کہ ن لیگ میں وزارتیں صرف عمران مخالفت میں ملتی ہیں یہ… https://t.co/e5XQycIot6	N	چوہدری نثار انکشاف ثابت ہوتا ن لیگ وزارتیں صرف عمران مخالفت ملتی یہ…	-1
"مسجد ڈھا دے مندر ڈھا دے

ڈھیندا جو کجھ ڈھا دے

اک بندے دا دل ناں ڈھاویں

رب دلاں وچ رھیندا

اعلامیہ: 
(جو بھی ہے با… https://t.co/fNF54IMEcr"	N	"مسجد ڈھا مندر ڈھا دے

ڈھیندا کجھ ڈھا دے

اک بندے دا دل ناں ڈھاویں

رب دلاں وچ رھیندا

اعلامیہ 
جو با…"	0
"جس دن عزتِ نفس کا شعور آ گیا اسی روز شیر پلاسٹک کا ہو جائیگا اور بھٹو بھی زندہ نہیں رہیگا۔
سوشل میڈیا پر یہ تصویر و… https://t.co/xaky45b3Ho"	N	"جس دن عزتِ نفس شعور آ اسی روز شیر پلاسٹک جائیگا بھٹو زندہ نہیں رہیگا۔
سوشل میڈیا تصویر و…"	2
کبھی بغض نواز شھباز سے باھر بھی نکلا کریں یا پیسے دینے والے نے تم پر شرط عائد کی ھے تمھیں علم ھے تمھیں مجارٹی عوام… https://t.co/a3cDnw09H1	N	کبھی بغض نواز شھباز باھر نکلا یا پیسے دینے تم شرط عائد ھے تمھیں علم ھے تمھیں مجارٹی عوام…	-1
"جو تجھے دیکھنے سے ملتا ہے 
۔
سارا مسئلہ اُسی سکون ــ کا ہےSs https://t.co/lIJrWmBD6O"	N	"تجھے دیکھنے ملتا 
۔
سارا مسئلہ اُسی سکون ــ"	-1
"سورہ الرحمن 
یہ ہے وہ جہنم جسے مجرم جھوٹا جانتے تھے

یَطُوۡفُوۡنَ بَیۡنَہَا وَ  بَیۡنَ حَمِیۡمٍ  اٰنٍ ﴿ۚ۴۴﴾
اس کے ا… https://t.co/J0rbvIVY28"	N	"سورہ الرحمن 
یہ جہنم جسے مجرم جھوٹا جانتے تھے

یَطُوۡفُوۡنَ بَیۡنَہَا وَ بَیۡنَ حَمِیۡمٍ اٰنٍ ﴿ۚ۴۴﴾
اس ا…"	-4
میم ! آج اگر یہ ڈے کئیر میں پلے گا تو کل اولڈ ہوم بھی بنے گا	O	میم اگر ڈے کئیر پلے اولڈ ہوم بنے	0
حضرات یہ وہ جنگلے ہیں جو پشاور میٹرو کے اردگرد لگائے جارہے ہیں۔ اب ہرگز اس بس کو جنگلہ بس نہ کہا جائے کیونکہ یہ جنگ… https://t.co/7BXsyzizli	N	حضرات جنگلے پشاور میٹرو لگائے جارہے ہیں۔ ہرگز بس جنگلہ بس نہ کہا کیونکہ جنگ…	2
@IM_Bokhari کمانڈر نے کہا تھا ملکہ نے آپ کے بیٹے کہ خاص طور پہ منتخب کیا،،،،، :p	O	کمانڈر کہا ملکہ آپ بیٹے خاص پہ منتخب کیا،،،،،	2
اب مریم طلال دانیال عابد شیر حنیف عباسی اور ہر ملتے جُلتے چوَل پر ہمارا ڈاکٹر عامر لیاقت اکیلا ہی کافی ہے 😂	O	مریم طلال دانیال عابد شیر حنیف عباسی ملتے جُلتے چوَل ہمارا ڈاکٹر عامر لیاقت کافی 😂	3
",
پاکستان سمیت
دنیا بھر میں
آج
""خوشی کا عالمی دن""
منایا جارہا ہے

پاکستان سپرلیگ:
کوئٹہ بمقابلہ پشاور
آج لاہور میں ٹاکرا ہوگا"	O	",
پاکستان سمیت
دنیا بھر میں
آج
""خوشی عالمی دن""
منایا جارہا ہے

پاکستان سپرلیگ
کوئٹہ بمقابلہ پشاور
آج لاہور ٹاکرا ہوگا"	0
"ڈاکٹر شاہد مسعود پر تین ماہ تک پروگرام کرنے پر پابندی ! 
ڈاکٹر صاحب ... آپ ہیرو تھے ..ہیرو ہیں ..اور رہینگے 
ڈاکٹر… https://t.co/LEzursdneD"	O	"ڈاکٹر شاہد مسعود تین ماہ پروگرام کرنے پابندی 
ڈاکٹر صاحب آپ ہیرو ہیرو رہینگے 
ڈاکٹر…"	-1
@Uj31 منہ کے چھالوں کی دوائی سر میں لگا لی 🙄😂تسی لگے ہو سانو کئی لوڑ ایتھے کیڑا  قحط پیا😛	N	منہ چھالوں دوائی سر لگا 🙄😂تسی سانو لوڑ ایتھے کیڑا قحط پیا😛	-2
بندہ بکواس کرے، ملک اور سیاست دانوں کو بدنام کرے، اور پابندی صرف ۳ مہینے https://t.co/VJTYKsZwiE	N	بندہ بکواس کرے، ملک سیاست دانوں بدنام کرے، پابندی صرف ۳ مہینے	-6
مہمند ایجنسی، تحصیل حلیمزئی علاقہ کسئی میاں گان سے تعلق رکھنے والے میاں عبدالقہار کا کہنا ہے کہ ان کے 9 بچے ہیں. او… https://t.co/4dfLX8dNAM	O	مہمند ایجنسی، تحصیل حلیمزئی کسئی میاں گان تعلق رکھنے میاں عبدالقہار کہنا بچے او…	0
@ANPMarkaz اپکا مطلب ھے.افیشل ویب ساٰیٹ نھی؟ ؟	N	اپکا مطلب ھےافیشل ویب ساٰیٹ نھی؟ ؟	-2
@niyazee26 @MaryamNSharif ہونگے تو فراہم کیے جائینگے نہ۔ یہاں تو سب کچھ جھوٹ اور گھڑے ہوۓ کیس بناۓ گۓ ہیں اور قوم ا… https://t.co/lZ4IDGyTJ1	N	ہونگے فراہم جائینگے نہ۔ یہاں سب کچھ جھوٹ گھڑے ہوۓ کیس بناۓ گۓ قوم ا…	0
